,Suhu3pm,Suhu9am,SuhuMax,Tekanan3pm
48728,22.5,21.2,24.4,1009.7
48729,23.3,16.3,26.2,1011.2
48730,15.4,14.0,16.6,1000.0
48731,14.7,10.8,16.3,1029.6
48732,15.8,11.7,16.3,1000.9
48733,26.4,20.7,27.3,
48734,20.7,13.4,21.4,
48735,25.7,17.7,26.7,1019.7
48736,31.7,24.1,34.4,1010.2
48737,12.8,13.7,13.7,984.2
48738,21.8,21.3,26.5,1006.2
48739,20.7,11.2,21.8,1010.5
48740,28.5,20.7,29.8,1018.4
48741,22.4,17.5,23.8,1017.5
48742,18.6,15.3,19.3,1016.5
48743,23.9,21.1,25.5,1011.9
48744,0.3,-4.1,1.1,
48745,9.2,8.7,12.0,1012.4
48746,18.6,16.0,19.1,1028.3
48747,23.0,9.9,24.5,1021.5
48748,26.3,19.4,27.7,1019.0
48749,33.8,22.4,35.0,1018.9
48750,28.0,26.0,30.2,1010.1
48751,22.3,16.4,22.8,1007.4
48752,13.8,13.7,16.2,1007.2
48753,35.5,28.0,37.5,1008.0
48754,24.2,18.3,26.1,1013.8
48755,13.4,11.9,14.6,1021.8
48756,23.4,22.0,25.2,1013.5
48757,,,17.6,
48758,26.5,26.1,29.5,1011.9
48759,24.0,22.9,26.2,1008.5
48760,23.9,20.2,25.5,1019.4
48761,10.5,7.1,11.4,1014.8
48762,12.9,8.9,14.0,
48763,21.9,16.0,23.0,1015.7
48764,23.8,21.4,25.6,1015.7
48765,29.5,19.3,30.6,1012.1
48766,21.5,18.8,22.9,1021.4
48767,9.1,2.6,12.3,1018.3
48768,28.4,20.6,28.9,1012.2
48769,,15.8,,
48770,13.1,11.5,16.0,1015.5
48771,26.9,19.6,27.8,
48772,23.9,23.1,25.2,
48773,,16.7,17.8,1020.2
48774,34.6,22.7,37.0,1004.9
48775,18.3,10.8,18.7,1010.4
48776,21.0,19.6,23.2,1005.0
48777,22.6,15.3,24.4,1019.8
48778,19.7,14.6,20.8,1017.5
48779,23.6,22.7,23.8,1011.6
48780,19.7,11.7,21.3,1023.0
48781,22.1,14.7,22.8,1012.5
48782,15.9,7.9,16.0,1029.8
48783,14.3,14.2,16.6,1019.0
48784,21.2,17.4,22.1,1014.2
48785,22.0,15.2,23.4,1006.4
48786,28.0,19.0,29.7,1024.4
48787,35.7,25.5,36.7,1009.9
48788,23.3,19.7,25.4,1017.5
48789,33.6,24.7,35.4,1011.3
48790,13.8,11.3,15.2,
48791,13.5,9.1,15.0,1015.1
48792,16.5,12.1,19.2,
48793,18.9,14.7,19.9,
48794,28.4,20.2,33.0,1011.3
48795,10.6,2.3,10.8,1027.2
48796,16.3,11.9,17.9,1001.2
48797,20.2,18.1,21.3,1024.2
48798,16.0,5.0,17.7,1019.1
48799,30.4,16.8,31.1,
48800,24.8,21.6,26.1,1016.9
48801,11.0,5.4,11.6,1027.9
48802,22.4,13.3,22.4,1015.9
48803,19.0,18.0,20.0,1021.1
48804,17.2,9.5,18.4,
48805,12.0,9.0,12.5,1018.0
48806,31.2,22.9,31.3,1014.5
48807,19.1,11.5,19.3,1019.4
48808,19.1,15.4,19.9,1019.7
48809,33.5,25.5,35.0,1015.9
48810,30.3,17.1,32.0,
48811,15.4,14.0,16.0,1022.6
48812,21.0,21.7,22.6,1018.1
48813,,,,
48814,26.0,16.3,26.9,1016.0
48815,29.0,23.2,31.0,1013.3
48816,16.7,5.6,17.2,1029.2
48817,13.9,10.7,15.6,1027.9
48818,26.6,27.9,32.0,1006.2
48819,25.1,19.3,25.9,1020.7
48820,17.4,14.8,18.6,1008.5
48821,20.3,15.3,24.4,1017.1
48822,13.9,12.3,14.2,1011.1
48823,18.0,14.4,20.2,1021.7
48824,26.4,21.3,27.5,1013.2
48825,16.4,18.1,18.5,1017.0
48826,16.7,12.1,17.3,1020.3
48827,15.0,7.9,16.0,
48828,7.3,8.3,10.6,1005.6
48829,9.4,7.3,12.0,
48830,26.1,23.8,27.5,1015.6
48831,22.7,20.4,23.8,1014.9
48832,25.8,22.5,26.9,
48833,16.4,8.3,17.0,1018.6
48834,19.9,13.9,20.8,1008.1
48835,24.4,21.0,25.7,1014.5
48836,,1.7,6.5,
48837,33.3,22.7,34.7,1005.5
48838,17.9,13.4,19.5,1015.8
48839,29.2,15.4,29.9,1017.1
48840,17.9,14.1,19.5,1014.0
48841,18.5,12.7,19.5,1009.3
48842,21.1,19.4,22.4,
48843,25.0,23.8,26.4,1011.8
48844,34.0,24.8,34.3,1017.6
48845,17.4,15.0,19.0,
48846,31.8,29.2,32.9,1012.3
48847,28.8,20.4,29.1,1013.8
48848,18.9,15.8,20.0,1025.5
48849,23.0,20.8,24.9,1016.9
48850,19.4,14.4,21.3,
48851,21.9,16.5,23.2,1018.6
48852,18.7,13.0,19.9,1013.3
48853,39.3,31.2,41.1,1008.3
48854,11.1,5.6,12.5,1017.0
48855,,16.5,19.5,1020.5
48856,21.0,20.0,,
48857,22.4,15.8,23.2,1015.3
48858,22.1,17.6,23.2,1022.5
48859,18.4,17.5,19.3,1017.8
48860,34.8,28.1,35.5,1002.7
48861,25.6,19.5,27.5,1005.6
48862,24.2,22.6,26.2,1011.2
48863,20.1,20.3,21.3,1010.4
48864,24.7,14.2,26.3,1018.1
48865,23.4,19.1,26.7,1015.0
48866,18.1,17.0,18.4,1020.3
48867,20.8,13.1,21.3,1019.0
48868,21.5,16.0,22.6,1022.2
48869,22.2,17.2,25.6,1002.3
48870,10.3,6.1,11.1,
48871,25.5,18.2,27.1,1011.4
48872,29.1,22.6,30.1,1018.2
48873,13.5,8.1,14.4,1020.7
48874,23.0,14.6,24.6,1021.7
48875,29.2,21.5,29.9,1013.1
48876,23.8,23.0,25.4,1022.4
48877,19.0,11.6,20.9,1007.7
48878,16.5,15.0,17.6,1021.5
48879,25.7,23.6,27.0,1010.9
48880,33.2,28.1,34.7,1008.3
48881,22.9,14.1,24.7,1020.5
48882,22.0,20.8,24.5,1006.4
48883,15.0,12.7,17.1,999.8
48884,25.1,14.8,25.7,1018.6
48885,21.5,16.9,21.8,1014.8
48886,22.0,21.1,24.0,1015.0
48887,15.2,9.1,17.6,
48888,21.3,16.9,22.2,1019.1
48889,33.5,16.8,35.0,1007.4
48890,23.0,13.6,23.1,1023.0
48891,32.5,22.4,34.6,1010.3
48892,24.6,23.4,25.7,1012.3
48893,18.4,13.0,19.1,1013.0
48894,23.9,21.5,26.5,1019.0
48895,14.4,11.9,15.5,
48896,27.2,16.4,27.5,1020.7
48897,17.1,15.1,18.9,1010.9
48898,21.6,17.8,24.1,1000.8
48899,26.4,24.3,26.7,1012.1
48900,,11.4,14.8,1011.4
48901,27.6,20.6,29.9,1012.8
48902,15.3,17.0,19.2,
48903,18.3,16.2,19.9,1016.7
48904,35.8,25.8,36.9,1008.1
48905,30.8,27.7,32.2,1006.0
48906,29.5,23.3,31.0,1015.5
48907,16.7,7.1,17.0,1020.5
48908,32.1,30.0,37.1,1009.0
48909,21.3,14.5,21.7,
48910,26.5,25.8,28.8,1015.6
48911,15.1,8.9,17.1,1018.7
48912,27.5,14.1,29.1,1019.8
48913,20.0,18.2,21.9,1011.7
48914,26.2,16.7,27.8,1013.6
48915,33.8,25.9,36.0,1013.1
48916,15.7,10.9,17.9,1021.0
48917,21.6,11.3,21.9,1017.7
48918,13.0,7.7,14.1,997.6
48919,10.0,8.2,11.1,1027.8
48920,19.8,16.7,21.8,1025.6
48921,26.3,16.1,27.7,1011.5
48922,31.4,30.2,33.0,1008.7
48923,22.0,15.7,22.6,1015.2
48924,15.0,10.7,16.9,1023.5
48925,23.8,15.0,24.8,1024.2
48926,18.4,14.4,20.6,1026.6
48927,19.0,13.1,21.0,1014.2
48928,19.0,6.8,19.3,1023.4
48929,16.9,11.6,17.6,1024.3
48930,19.6,13.7,19.7,1015.1
48931,35.4,25.7,36.8,1015.0
48932,15.0,9.4,16.5,1010.7
48933,14.6,4.5,15.1,1029.6
48934,35.5,29.1,36.8,1009.2
48935,9.9,7.4,10.2,
48936,30.2,24.3,31.1,1015.5
48937,17.6,14.2,18.5,1011.5
48938,24.5,22.7,26.6,1013.5
48939,32.9,25.6,33.3,1010.2
48940,29.4,20.8,31.2,1011.7
48941,25.3,22.9,29.5,1008.1
48942,36.0,25.0,37.2,1009.3
48943,10.2,19.3,24.7,
48944,29.8,23.7,30.7,1015.3
48945,15.9,11.2,17.3,1011.6
48946,27.7,17.5,28.3,1012.0
48947,19.0,12.4,20.8,1015.9
48948,19.7,15.2,20.3,1015.0
48949,30.1,28.6,32.0,1015.3
48950,29.9,28.2,30.8,1009.1
48951,20.5,23.5,25.4,1020.7
48952,25.0,11.4,26.1,1015.9
48953,9.8,1.6,10.0,1026.5
48954,17.1,14.5,17.8,1021.7
48955,26.7,24.4,31.8,1010.4
48956,12.5,10.3,13.3,1010.4
48957,11.7,2.0,12.3,1017.0
48958,20.2,15.0,20.8,1019.2
48959,22.6,15.8,23.2,1021.7
48960,33.7,26.7,34.4,1011.3
48961,14.6,13.7,17.8,1007.9
48962,19.3,10.9,20.4,1015.6
48963,23.4,21.1,24.1,1013.0
48964,34.6,27.5,37.4,1010.9
48965,19.9,17.4,20.5,1011.9
48966,15.2,11.6,16.3,1014.7
48967,26.3,20.9,27.4,1013.2
48968,14.7,16.2,17.5,1003.7
48969,22.3,22.7,26.7,1010.8
48970,17.6,15.2,18.3,1019.2
48971,16.2,6.9,16.4,1019.0
48972,21.9,17.3,23.8,1022.2
48973,17.2,6.3,18.9,1011.6
48974,28.6,27.0,29.2,1015.1
48975,19.1,15.7,19.7,1012.1
48976,20.5,12.1,20.7,1021.9
48977,15.1,11.4,16.6,1008.8
48978,20.5,15.1,22.0,1024.1
48979,21.5,18.4,22.6,1008.9
48980,27.5,18.1,28.5,
48981,40.6,26.1,42.7,1006.4
48982,18.5,13.6,19.0,1022.8
48983,18.5,17.8,20.6,1016.1
48984,20.1,15.0,21.1,1023.8
48985,12.2,7.9,13.1,1003.5
48986,29.3,29.4,33.7,1012.4
48987,28.4,21.5,29.4,
48988,25.0,17.7,26.3,1010.4
48989,20.1,15.4,20.2,
48990,19.3,20.6,21.8,1007.7
48991,12.5,11.0,14.5,1032.1
48992,37.2,20.7,38.9,1006.4
48993,15.9,11.1,16.9,1013.9
48994,24.6,23.2,25.5,1012.9
48995,21.1,17.2,22.3,1018.4
48996,30.9,31.3,34.2,999.5
48997,23.6,21.4,28.2,1005.2
48998,30.6,14.9,31.8,1009.4
48999,14.0,13.2,15.0,1000.5
49000,26.4,23.9,29.4,1014.8
49001,15.7,7.3,16.3,1029.1
49002,33.6,29.3,34.9,1007.7
49003,16.5,15.8,19.6,1008.2
49004,16.6,12.8,17.8,1019.1
49005,36.1,28.3,36.7,1008.2
49006,21.9,16.4,22.7,1013.7
49007,23.7,23.9,26.2,1016.6
49008,23.6,18.7,25.2,1015.0
49009,24.1,22.4,25.3,1010.8
49010,26.8,19.3,30.0,1009.3
49011,28.3,22.2,29.9,1016.7
49012,,24.9,,
49013,17.7,12.0,,
49014,32.0,25.9,32.7,1008.7
49015,10.4,9.0,13.0,1021.3
49016,15.0,14.8,16.3,1034.2
49017,12.7,7.1,13.2,1025.4
49018,11.2,13.0,15.4,993.1
49019,23.8,21.7,24.9,1014.4
49020,11.1,9.5,12.9,1015.7
49021,18.8,13.3,21.6,997.6
49022,13.6,13.1,16.0,992.0
49023,11.6,8.8,12.9,1020.8
49024,27.7,24.6,29.3,1008.2
49025,19.1,19.5,21.2,
49026,19.2,16.0,20.6,1013.5
49027,13.4,8.7,14.1,1024.9
49028,13.6,9.8,14.6,1016.4
49029,17.2,11.1,18.0,1016.6
49030,14.0,10.0,15.2,1019.9
49031,,12.6,20.7,
49032,32.5,26.8,33.1,1002.4
49033,7.3,4.7,9.8,1011.8
49034,27.8,19.6,28.9,
49035,28.5,25.5,29.0,1012.9
49036,18.9,13.8,20.4,1024.5
49037,21.5,17.0,22.4,1019.7
49038,14.9,8.5,16.1,1018.4
49039,32.0,28.0,32.9,1012.2
49040,26.8,21.9,28.6,1009.1
49041,18.1,12.0,19.1,1015.8
49042,17.8,15.8,21.0,1013.2
49043,24.4,19.8,25.1,1015.8
49044,,24.8,31.0,
49045,23.2,15.4,24.5,1011.7
49046,22.3,19.8,26.6,1008.4
49047,18.1,15.5,19.2,
49048,18.0,17.2,19.1,1014.6
49049,23.2,19.6,24.9,1008.5
49050,28.6,26.8,30.7,1006.0
49051,31.4,28.6,32.2,1005.8
49052,25.1,22.4,27.4,1011.0
49053,17.2,10.1,18.0,1018.7
49054,12.8,6.5,15.2,1026.4
49055,18.5,15.9,19.6,1016.4
49056,33.0,23.5,36.5,1004.5
49057,36.7,28.8,39.5,1003.7
49058,-1.1,0.0,0.0,
49059,15.0,14.0,16.3,
49060,16.8,13.4,18.6,1013.4
49061,,12.6,14.5,1011.8
49062,28.7,18.2,29.5,1014.7
49063,20.5,14.5,21.2,
49064,24.3,20.8,25.6,1019.9
49065,19.9,20.9,22.6,1018.5
49066,20.6,9.6,21.3,1027.8
49067,9.2,6.3,10.4,1033.1
49068,26.6,20.1,27.3,1002.2
49069,,21.1,23.0,1015.4
49070,22.7,19.5,23.9,1012.0
49071,20.8,12.0,20.9,1029.3
49072,17.5,16.1,20.2,1012.9
49073,31.0,18.7,32.9,1013.7
49074,19.3,19.7,20.5,1015.4
49075,31.0,21.4,31.6,
49076,19.4,11.1,20.4,
49077,20.6,17.7,22.9,1019.2
49078,,,,
49079,11.0,11.4,12.2,1014.1
49080,23.4,16.2,24.0,1023.1
49081,25.5,22.2,26.5,
49082,23.6,17.1,23.8,1013.6
49083,16.2,12.0,17.4,1026.4
49084,27.8,26.2,29.6,1012.5
49085,18.4,13.9,18.9,1022.0
49086,20.4,13.2,22.8,1026.2
49087,19.3,14.5,19.0,1018.6
49088,14.4,10.9,14.9,1015.7
49089,18.7,14.0,18.8,1017.7
49090,20.2,13.8,21.5,1020.9
49091,16.7,15.8,20.4,1010.5
49092,19.7,15.6,20.5,1014.7
49093,17.5,10.8,18.2,1025.9
49094,14.8,11.7,15.3,1025.5
49095,25.2,19.3,26.4,1015.4
49096,12.1,6.7,13.2,1020.0
49097,28.3,19.2,29.6,1010.6
49098,,,,
49099,37.6,27.7,38.1,1010.2
49100,12.2,9.2,12.8,1014.9
49101,17.5,12.8,18.5,1016.4
49102,17.0,11.2,17.7,1022.2
49103,23.6,15.6,24.3,1023.7
49104,29.9,21.1,31.2,1008.8
49105,38.0,28.1,39.8,1000.0
49106,29.7,21.4,30.0,1016.4
49107,25.6,23.3,27.2,1015.6
49108,22.3,18.5,24.2,1013.4
49109,25.5,21.9,27.6,
49110,21.6,14.4,22.7,1018.6
49111,11.7,7.1,13.3,1022.6
49112,23.9,21.5,25.0,1016.3
49113,11.5,7.8,12.5,1015.7
49114,20.9,16.1,21.3,
49115,19.9,10.0,20.6,1014.3
49116,34.4,21.6,36.3,1005.1
49117,18.5,15.9,20.3,1022.9
49118,11.1,7.9,12.2,1012.5
49119,16.3,11.6,17.7,1013.3
49120,30.8,27.2,34.4,1017.8
49121,13.8,6.0,14.2,
49122,19.2,18.0,22.2,1015.7
49123,9.5,9.5,12.4,1004.9
49124,19.3,16.6,23.0,1005.3
49125,16.7,13.2,17.4,1022.2
49126,22.4,12.6,23.6,1018.6
49127,26.4,22.9,26.9,1014.3
49128,26.5,22.6,27.0,1015.6
49129,17.1,15.2,18.3,1010.4
49130,18.0,12.8,19.9,1018.1
49131,30.8,19.0,32.5,1019.1
49132,25.5,24.1,26.8,1015.4
49133,18.8,12.6,19.4,1018.2
49134,29.6,17.0,30.6,1013.7
49135,26.2,17.7,26.8,1012.3
49136,14.4,15.9,17.0,1007.8
49137,38.0,32.0,38.7,1008.8
49138,19.4,,20.5,
49139,16.8,12.4,18.8,
49140,25.6,25.5,27.3,1015.2
49141,26.4,15.3,27.6,1023.7
49142,11.6,4.8,13.5,1022.8
49143,15.0,13.8,15.8,1016.3
49144,15.3,6.7,15.8,
49145,18.9,14.2,19.7,1013.6
49146,16.3,13.3,19.3,1014.9
49147,25.9,24.9,27.5,1017.2
49148,21.6,16.6,22.9,1015.9
49149,21.0,19.0,,
49150,14.2,11.4,15.4,1015.8
49151,19.4,18.2,20.3,1016.1
49152,34.2,24.7,35.0,996.3
49153,16.2,9.4,17.1,1024.6
49154,23.3,16.3,24.0,1005.1
49155,27.6,25.9,28.8,1004.3
49156,23.7,18.8,25.5,995.7
49157,26.6,21.7,27.4,
49158,14.0,9.7,14.9,1017.4
49159,22.6,19.0,25.8,1011.7
49160,18.4,18.2,19.0,1016.6
49161,,25.5,31.0,998.0
49162,34.8,25.7,35.4,1013.6
49163,18.4,11.6,18.9,1022.3
49164,17.8,10.5,18.7,
49165,28.4,20.5,30.8,1002.6
49166,23.8,17.3,29.3,1004.6
49167,15.8,15.7,18.5,1009.5
49168,36.5,28.7,37.9,1005.6
49169,19.9,15.5,21.6,1013.6
49170,16.8,11.0,18.0,1011.3
49171,30.0,23.8,31.8,1018.0
49172,24.8,24.0,26.3,1013.3
49173,12.6,10.1,13.0,
49174,28.3,33.5,36.4,997.8
49175,13.0,10.2,17.3,1023.6
49176,17.0,12.1,18.9,1026.3
49177,19.8,18.7,20.8,1006.3
49178,31.7,24.5,32.7,1012.4
49179,16.7,14.7,18.2,1016.2
49180,11.2,5.1,11.7,1017.2
49181,23.1,18.6,24.4,1012.8
49182,28.9,24.8,30.4,
49183,24.3,14.1,27.7,1011.5
49184,34.7,27.4,35.9,1004.8
49185,20.1,16.8,21.3,1014.7
49186,33.4,25.1,34.9,1013.6
49187,24.9,17.7,27.5,1013.9
49188,31.7,19.8,32.4,1011.8
49189,,16.5,27.6,
49190,23.4,17.9,23.6,1015.7
49191,29.8,23.7,33.6,1010.8
49192,15.7,9.3,17.5,1023.5
49193,14.0,12.1,17.3,1007.4
49194,11.6,6.2,12.0,1021.0
49195,34.9,26.2,37.2,1004.9
49196,13.2,10.7,14.4,1012.0
49197,32.7,19.6,36.2,1007.4
49198,,,,
49199,17.1,15.2,19.7,1015.3
49200,39.5,26.5,41.5,
49201,27.5,16.5,27.8,1015.3
49202,32.6,23.0,33.7,
49203,22.1,22.0,23.3,1010.9
49204,17.4,13.2,18.5,1019.6
49205,29.7,28.3,32.6,1006.9
49206,20.2,17.4,21.5,1014.9
49207,17.9,19.8,20.3,1021.3
49208,20.9,19.6,24.2,
49209,16.6,11.7,17.6,1013.9
49210,16.5,11.1,16.8,1017.2
49211,22.6,17.2,24.2,1008.4
49212,20.8,18.4,22.6,1010.1
49213,8.5,6.7,10.4,1023.9
49214,23.8,,24.6,1005.8
49215,11.8,10.4,13.6,1021.8
49216,21.9,18.2,23.7,1017.8
49217,36.0,32.0,36.7,1013.6
49218,17.9,12.4,18.0,1019.6
49219,10.9,5.0,11.6,1004.1
49220,15.5,7.1,15.6,1025.9
49221,-0.2,-1.6,0.1,
49222,12.5,9.5,13.8,1020.7
49223,12.7,8.1,12.8,1032.5
49224,28.3,16.8,29.1,1012.9
49225,14.5,14.4,16.0,1013.5
49226,33.8,25.6,35.0,1005.1
49227,15.2,12.8,16.6,1031.0
49228,21.9,22.3,22.7,1011.9
49229,24.1,22.5,25.7,1016.0
49230,22.1,21.7,24.8,1018.4
49231,22.0,15.2,22.4,1020.6
49232,18.4,14.5,19.9,
49233,12.7,6.7,13.2,1031.6
49234,33.0,25.5,33.2,
49235,20.4,19.5,24.0,1026.1
49236,18.6,11.6,21.2,1017.2
49237,15.8,12.7,17.5,1022.1
49238,22.1,19.5,23.1,1015.7
49239,17.8,14.7,19.0,1019.0
49240,14.8,12.0,16.6,1031.8
49241,25.6,20.6,26.2,1014.5
49242,22.8,14.5,23.5,1021.4
49243,23.0,18.0,24.2,1014.7
49244,32.0,24.5,32.9,1009.8
49245,19.5,14.8,20.5,1011.8
49246,9.9,4.5,10.4,1016.9
49247,14.4,3.3,15.0,1031.7
49248,30.5,29.2,31.4,1007.1
49249,33.5,20.6,34.6,1005.1
49250,21.6,21.1,23.3,1014.5
49251,20.4,6.4,21.1,1020.4
49252,26.1,21.9,26.9,1016.4
49253,22.7,16.2,24.4,1019.2
49254,25.8,24.5,28.4,
49255,25.3,22.8,28.2,1021.2
49256,25.6,24.9,27.1,1007.7
49257,13.9,10.4,14.7,1015.9
49258,15.8,12.1,16.1,1028.8
49259,23.8,19.5,25.2,
49260,22.7,25.1,26.8,1014.0
49261,13.3,5.5,14.1,1009.1
49262,16.5,10.0,18.0,1004.7
49263,33.0,24.8,34.2,
49264,24.5,25.6,25.8,1015.0
49265,17.3,14.8,18.5,1004.1
49266,12.7,9.0,13.9,1003.5
49267,12.7,11.9,13.6,1003.3
49268,17.8,11.3,18.0,1028.5
49269,11.5,1.2,11.6,1017.8
49270,12.5,2.6,13.2,1029.2
49271,,10.5,21.8,1019.5
49272,13.7,10.5,14.3,1029.9
49273,24.8,21.5,26.5,
49274,31.3,21.1,31.6,1013.3
49275,16.6,13.9,17.2,1022.9
49276,35.4,24.5,35.6,
49277,27.3,23.2,28.8,1017.4
49278,19.7,10.6,19.8,1013.7
49279,18.4,12.7,20.1,1019.1
49280,29.8,30.2,31.3,1006.0
49281,13.4,8.1,14.5,1023.2
49282,15.1,8.0,15.4,1031.7
49283,,,,
49284,29.1,18.2,30.7,1011.6
49285,14.4,10.5,15.4,1018.1
49286,36.7,30.0,37.3,1003.3
49287,13.3,10.5,14.1,1024.8
49288,26.3,26.9,27.1,1016.1
49289,23.2,16.3,26.1,1016.0
49290,28.6,18.5,29.9,1014.0
49291,16.2,13.5,17.9,1012.8
49292,19.3,13.3,20.4,1008.3
49293,17.2,8.3,17.7,1026.2
49294,32.7,31.2,35.5,1001.2
49295,13.5,13.5,16.3,1016.6
49296,38.5,28.0,40.1,1010.9
49297,18.2,7.3,18.6,1019.2
49298,20.8,18.2,22.2,1019.1
49299,27.3,25.4,29.3,1014.2
49300,30.7,21.1,32.8,1010.4
49301,21.1,14.1,25.6,1013.6
49302,0.0,-1.6,1.5,
49303,22.1,17.9,22.9,1010.8
49304,23.4,17.2,24.1,1017.1
49305,24.6,11.4,25.6,1017.4
49306,21.1,21.2,22.3,1016.1
49307,22.3,11.3,23.7,1013.0
49308,-3.7,-5.5,-3.1,
49309,21.8,18.3,22.8,1023.0
49310,20.4,18.0,21.2,1023.9
49311,19.5,18.3,20.1,1014.7
49312,19.2,11.5,20.3,1013.8
49313,22.4,22.2,24.9,
49314,20.9,15.7,22.2,1014.2
49315,17.0,13.9,18.1,1029.3
49316,,-2.5,-1.1,
49317,20.1,18.3,20.4,1007.5
49318,21.3,16.8,23.5,1018.3
49319,19.7,12.4,20.6,1019.1
49320,21.3,14.1,22.5,1012.5
49321,33.6,23.5,35.3,1012.1
49322,31.9,29.7,32.7,1004.2
49323,32.8,19.4,34.0,1014.5
49324,23.5,17.7,25.2,1021.6
49325,25.1,24.9,26.5,1011.5
49326,25.5,16.4,26.7,1018.7
49327,22.0,17.1,23.0,1014.7
49328,12.9,11.8,14.2,
49329,22.3,12.6,23.9,1021.5
49330,18.7,7.7,19.7,1022.7
49331,21.4,15.9,22.4,1010.6
49332,27.2,24.6,30.8,1013.6
49333,12.7,8.9,14.0,1017.8
49334,12.8,10.7,13.8,1011.0
49335,31.2,22.0,33.5,1012.3
49336,24.1,16.8,24.2,1018.6
49337,,,,
49338,22.3,17.4,24.2,1019.2
49339,11.8,11.5,11.9,1008.8
49340,23.1,17.7,24.2,1012.1
49341,14.1,11.8,16.1,1021.4
49342,21.5,18.0,22.9,1002.2
49343,11.6,8.1,12.6,1016.6
49344,34.7,29.8,35.6,1006.7
49345,24.2,21.0,26.3,1023.6
49346,10.0,7.1,10.9,1017.2
49347,21.0,20.8,22.2,
49348,38.4,32.8,39.4,1013.3
49349,23.4,16.5,24.7,1023.8
49350,34.6,26.7,37.2,1008.7
49351,21.1,14.2,22.3,1020.9
49352,15.2,14.1,16.5,
49353,18.8,19.1,22.3,1016.3
49354,18.7,12.1,19.5,1024.9
49355,25.1,23.8,26.1,1017.4
49356,11.5,2.7,11.7,1026.9
49357,18.1,18.5,19.2,1011.7
49358,23.4,19.4,24.6,1010.6
49359,32.4,23.1,33.7,1008.7
49360,15.8,7.6,17.6,1027.3
49361,29.3,27.9,30.1,1014.8
49362,22.0,19.3,22.3,1025.7
49363,27.5,17.4,29.0,1016.2
49364,18.5,11.0,18.8,1009.6
49365,14.9,9.2,16.0,1011.7
49366,9.2,9.0,9.5,1013.5
49367,16.1,15.0,18.2,1017.7
49368,23.1,21.2,25.6,1016.0
49369,29.6,24.2,33.4,1010.6
49370,30.9,27.0,32.4,1010.0
49371,14.4,12.2,15.4,1021.1
49372,23.4,21.4,24.6,1013.0
49373,24.8,22.1,27.2,1012.1
49374,24.6,14.7,26.4,1015.6
49375,21.9,17.4,22.8,1011.8
49376,23.7,19.8,24.3,1014.5
49377,29.1,28.3,31.0,1013.0
49378,19.1,13.2,21.1,1007.4
49379,23.7,16.7,25.0,1022.6
49380,13.9,13.1,15.6,1019.1
49381,13.5,6.6,14.6,1017.1
49382,18.8,14.5,19.2,1018.5
49383,22.5,21.7,22.9,1013.6
49384,23.8,19.6,25.1,1016.8
49385,24.8,17.7,25.4,1014.6
49386,18.9,13.7,19.1,1022.8
49387,29.9,24.2,31.6,1008.9
49388,17.9,14.8,18.8,1010.9
49389,21.8,16.3,23.5,
49390,17.6,13.8,17.8,1010.3
49391,11.5,10.6,12.0,1036.5
49392,19.3,14.0,20.4,1014.0
49393,12.8,9.7,14.0,1007.6
49394,22.4,17.6,23.1,1012.7
49395,32.6,25.8,33.6,1011.3
49396,16.2,9.4,17.4,1019.5
49397,25.3,14.0,25.3,1017.3
49398,26.3,16.8,27.0,1022.5
49399,22.8,18.6,23.2,
49400,17.2,12.3,17.8,1017.2
49401,18.8,18.5,21.2,1004.1
49402,10.7,7.3,11.3,1021.1
49403,26.6,24.3,27.7,1008.6
49404,18.4,16.5,19.5,1005.1
49405,25.5,20.5,25.7,1013.2
49406,24.4,14.3,24.8,1020.4
49407,14.6,10.0,17.4,989.4
49408,14.2,8.2,15.3,1022.5
49409,25.6,20.8,26.6,1011.9
49410,14.3,4.0,15.0,
49411,19.6,19.0,21.3,1011.4
49412,27.0,17.2,27.5,
49413,13.6,13.1,16.3,1020.1
49414,29.3,18.5,30.3,
49415,20.5,18.8,22.8,1019.9
49416,32.1,27.6,33.1,1007.9
49417,14.8,16.2,21.4,1012.6
49418,25.4,25.3,27.8,1015.4
49419,21.3,16.2,22.5,1017.5
49420,26.7,15.5,26.9,1012.8
49421,29.3,29.1,32.2,1009.0
49422,13.9,9.0,14.6,1029.0
49423,31.7,17.9,32.5,1016.3
49424,16.5,9.6,17.0,1018.1
49425,25.5,21.0,27.5,1014.2
49426,18.8,18.5,25.3,1015.9
49427,22.6,13.1,23.1,1019.1
49428,10.1,12.9,12.9,1018.6
49429,15.3,4.9,16.1,1007.2
49430,23.2,23.1,25.1,1026.7
49431,25.5,18.4,27.8,1014.1
49432,17.3,12.4,18.3,1016.5
49433,20.0,19.4,22.5,1019.6
49434,16.6,9.0,17.4,1012.2
49435,24.0,18.6,25.3,1014.3
49436,10.8,10.4,15.7,
49437,15.9,7.8,16.7,1024.4
49438,29.2,17.8,29.7,1012.1
49439,32.3,26.3,33.2,1006.0
49440,22.2,18.4,25.3,1017.3
49441,23.8,16.8,24.8,
49442,9.2,4.7,9.3,1017.6
49443,25.2,15.9,26.2,1015.1
49444,34.5,21.9,36.1,1007.0
49445,13.1,10.7,13.5,1014.4
49446,32.2,32.3,36.9,1006.4
49447,18.8,19.1,21.8,1014.6
49448,27.5,19.5,28.8,1014.6
49449,19.0,13.2,20.9,1021.6
